device_id,uptime_hours,failures,avg_latency_ms,error_rate
D3211,1212,1,177.49,0.0226
D3212,1975,2,247.65,0.0736
D3213,2384,5,159.71,0.074
D3214,2317,3,239.21,0.0528
D3215,2083,1,268.55,0.0287
D3216,2167,5,79.9,0.0137
D3217,1748,4,174.05,0.0052
D3218,647,0,211.84,0.0095
D3219,2939,8,184.52,0.0448
D3220,1116,2,190.32,0.0346
D3221,2684,6,201.01,0.0056
D3222,2503,3,220.56,0.0487
D3223,2692,5,209.43,0.029
D3224,533,0,207.0,0.0948
D3225,1610,3,176.52,0.0158
D3226,667,1,199.95,0.0727
D3227,2332,3,203.86,0.007
D3228,2612,3,324.32,0.0859
D3229,2074,7,231.06,0.0084
D3230,1698,3,154.84,0.0643
D3231,1716,0,296.45,0.0883
D3232,1001,2,236.74,0.0174
D3233,2875,3,183.04,0.0209
D3234,2179,2,97.34,0.0945
D3235,2119,3,229.06,0.0201
D3236,2793,1,206.32,0.0295
D3237,2201,7,191.23,0.0072
D3238,1547,4,150.76,0.0893
D3239,1074,1,247.87,0.0317
D3240,1490,1,138.78,0.0493
D3241,812,3,221.1,0.0847
D3242,961,2,247.04,0.0499
D3243,2005,2,271.99,0.0716
D3244,2211,5,151.57,0.046
D3245,949,1,270.22,0.0435
D3246,1217,0,229.19,0.0593
D3247,2165,0,151.6,0.0932
D3248,2936,4,171.72,0.0231
D3249,2208,2,122.96,0.0419
D3250,1557,1,194.75,0.0799
D3251,526,1,246.47,0.064
D3252,2923,4,203.49,0.0228
D3253,2151,2,163.69,0.019
D3254,2393,7,246.42,0.0236
D3255,1545,2,231.32,0.086
D3256,2833,1,175.69,0.0127
D3257,1385,3,226.55,0.0413
D3258,1968,2,149.92,0.0013
D3259,1039,2,303.02,0.008
D3260,1190,1,146.6,0.0609
D3261,1157,3,211.55,0.0361
D3262,2013,1,153.84,0.0769
D3263,2347,4,247.16,0.0037
D3264,2817,6,177.46,0.0108
D3265,744,2,136.96,0.0671
D3266,1353,3,169.59,0.0845
D3267,2897,1,275.77,0.0375
D3268,2541,5,238.21,0.0145
D3269,1795,3,134.7,0.0508
D3270,607,0,290.66,0.0293
D3271,659,0,150.3,0.0445
D3272,1582,4,139.49,0.0761
D3273,2894,5,182.26,0.0603
D3274,2548,1,209.36,0.0941
D3275,1587,1,234.22,0.0858
D3276,1880,1,208.1,0.0407
D3277,2505,4,193.88,0.034
D3278,2777,2,211.99,0.0792
D3279,2152,3,197.52,0.0274
D3280,1055,1,164.1,0.0368
D3281,1292,1,248.57,0.0319
D3282,1526,1,220.97,0.028
D3283,1735,3,235.59,0.0491
D3284,1272,3,163.5,0.0432
D3285,1248,0,270.07,0.0337
D3286,876,2,139.17,0.0628
D3287,1598,1,79.4,0.0439
D3288,897,2,142.88,0.0927
D3289,1894,4,134.42,0.0393
D3290,2995,4,260.18,0.02
D3291,1339,2,168.78,0.0156
D3292,2693,7,213.49,0.0548
D3293,2817,8,280.16,0.003
D3294,1673,0,244.36,0.0208
D3295,1521,4,167.24,0.079
D3296,2159,4,251.37,0.0754
D3297,1087,4,231.98,0.014
D3298,1860,2,232.75,0.0494
D3299,2067,0,278.73,0.0881
D3300,732,0,140.26,0.0526
D3301,1117,3,142.83,0.0996
D3302,2252,6,219.47,0.0254
D3303,755,1,291.43,0.008
D3304,959,3,157.42,0.0533
D3305,2548,0,270.04,0.079
D3306,2854,0,222.8,0.0731
D3307,2433,4,229.63,0.036
D3308,2780,3,158.5,0.0302
D3309,863,2,129.55,0.0715
D3310,1204,2,147.64,0.0687
D3311,1052,2,241.16,0.0232
D3312,1957,3,227.74,0.0766
D3313,1184,3,300.45,0.0095
D3314,1834,5,194.76,0.0964
D3315,1660,2,168.52,0.0168
D3316,581,3,128.21,0.0578
D3317,1495,3,212.48,0.0697
D3318,2784,0,246.13,0.0932
D3319,2570,3,208.78,0.076
D3320,2944,4,52.12,0.0341
D3321,1458,1,272.86,0.0091
D3322,1050,1,176.76,0.0699
D3323,1123,1,233.72,0.0813
D3324,1345,0,155.35,0.0744
D3325,604,1,310.41,0.0383
D3326,1985,3,164.34,0.0373
D3327,1476,1,221.64,0.0476
D3328,2815,4,123.81,0.0832
D3329,1271,2,239.81,0.0294
D3330,1619,2,206.28,0.0604
D3331,673,2,246.64,0.0556
D3332,2800,4,203.62,0.0488
D3333,1882,5,159.68,0.0985
D3334,874,2,237.94,0.0455
D3335,1223,2,149.62,0.0025
D3336,664,3,141.23,0.0983
D3337,1746,1,217.03,0.003
D3338,2528,3,218.64,0.0581
D3339,2292,0,151.62,0.0867
D3340,2125,3,147.88,0.0932
D3341,2900,4,211.36,0.0191
D3342,932,1,197.75,0.0715
D3343,1116,2,211.19,0.0797
D3344,620,1,128.35,0.0227
D3345,1737,2,139.43,0.0683
D3346,1625,4,216.64,0.0892
D3347,1198,2,25.51,0.0356
D3348,2718,2,137.45,0.0372
D3349,1961,2,242.33,0.0289
D3350,2178,1,258.15,0.0818
D3351,2569,8,114.68,0.0351
D3352,2025,2,151.33,0.0914
D3353,2375,6,233.43,0.005
D3354,1829,3,127.59,0.0883
D3355,2149,5,250.35,0.0249
D3356,2684,3,196.64,0.06
D3357,2389,5,180.95,0.0873
D3358,1588,1,126.16,0.0923
D3359,747,1,224.66,0.0184
D3360,2618,3,247.79,0.023
D3361,1376,2,179.51,0.0791
D3362,2892,4,163.74,0.0512
D3363,2336,0,321.27,0.0693
D3364,1472,3,196.04,0.0469
D3365,2618,3,259.25,0.0637
D3366,1441,1,290.87,0.0035
D3367,554,2,226.81,0.0738
D3368,1013,1,251.26,0.0222
D3369,2532,3,138.32,0.0661
D3370,1460,2,240.92,0.0856
D3371,1607,6,145.86,0.0726
D3372,2448,4,187.86,0.0772
D3373,2960,0,260.42,0.0628
D3374,1176,2,155.08,0.0765
D3375,2135,1,121.47,0.0596
D3376,2074,3,141.85,0.02
D3377,2867,4,242.15,0.0713
D3378,900,1,160.94,0.0312
D3379,2907,4,185.56,0.0837
D3380,898,4,160.2,0.0665
D3381,2040,4,197.58,0.0346
D3382,2859,2,208.17,0.0543
D3383,2841,7,139.22,0.0286
D3384,2355,5,72.85,0.0022
D3385,1451,0,197.19,0.0029
D3386,1596,1,195.32,0.0442
D3387,1624,3,207.84,0.0079
D3388,1829,1,242.43,0.0475
D3389,708,0,311.57,0.069
D3390,2497,2,182.38,0.0144
D3391,2142,3,156.06,0.0023
D3392,1154,0,234.77,0.0159
D3393,2607,1,232.39,0.0317
D3394,2630,3,244.79,0.0184
D3395,1310,1,299.16,0.0705
D3396,2128,3,159.98,0.0896
D3397,2221,1,294.67,0.069
D3398,1916,1,268.44,0.0503
D3399,1932,4,321.49,0.0703
D3400,715,0,268.26,0.0429
D3401,2858,3,198.64,0.0331
D3402,1205,3,141.96,0.0179
D3403,1457,3,217.27,0.0711
D3404,2957,1,232.98,0.0313
D3405,2211,5,236.29,0.0171
D3406,807,1,209.05,0.0667
D3407,2048,3,213.37,0.0725
D3408,2959,3,172.57,0.0381
D3409,1153,0,252.56,0.0853
D3410,2879,1,158.54,0.0598
D3411,1440,0,215.05,0.0443
D3412,2662,3,160.19,0.0471
D3413,501,0,257.13,0.0396
D3414,2332,4,182.76,0.0193
D3415,1335,1,205.44,0.0255
D3416,2492,4,146.58,0.0379
D3417,981,2,221.0,0.0586
D3418,1217,3,170.15,0.0359
D3419,1748,2,241.35,0.002
D3420,664,2,167.82,0.0782
D3421,2923,2,195.99,0.0337
D3422,2159,4,209.65,0.0288
D3423,2696,4,185.73,0.0133
D3424,1121,1,211.26,0.0789
D3425,826,3,169.11,0.0762
D3426,1617,1,175.14,0.0365
D3427,2776,4,141.42,0.0256
D3428,1785,0,223.5,0.0553
D3429,2864,0,202.44,0.0199
D3430,2817,7,166.67,0.0201
D3431,2905,3,169.83,0.0072
D3432,2802,1,276.44,0.063
D3433,2410,4,171.36,0.0864
D3434,2630,4,120.61,0.0924
D3435,1818,1,253.52,0.0721
D3436,1393,1,212.0,0.0525
D3437,521,0,152.7,0.0956
D3438,2554,3,191.39,0.0849
D3439,2287,9,146.04,0.0576
D3440,1377,1,160.26,0.0367
D3441,2908,2,163.09,0.0221
D3442,1584,2,193.49,0.0563
D3443,578,2,213.31,0.0919
D3444,622,1,250.73,0.0318
D3445,911,1,245.31,0.0795
D3446,2110,2,208.72,0.0383
D3447,1555,2,161.72,0.0924
D3448,2864,5,200.65,0.0373
D3449,2687,1,209.51,0.0965
D3450,833,2,172.24,0.0578
D3451,2243,3,221.92,0.0954
D3452,625,2,123.25,0.0952
D3453,2464,3,121.5,0.0207
D3454,752,1,171.15,0.0834
D3455,1236,3,178.65,0.0604
D3456,2347,1,145.0,0.0864
D3457,2888,3,240.41,0.0216
D3458,586,2,307.75,0.0495
D3459,2187,2,197.85,0.0819
D3460,2582,7,172.09,0.0272
D3461,2060,2,114.31,0.0132
D3462,1934,2,176.66,0.0947
D3463,803,0,216.19,0.0611
D3464,708,1,150.17,0.0182
D3465,2313,1,202.77,0.0476
D3466,1071,2,212.15,0.0982
D3467,597,1,200.54,0.0652
D3468,1435,1,198.02,0.0618
D3469,1515,7,183.01,0.0059
D3470,985,2,209.11,0.0404
D3471,776,1,216.88,0.0322
D3472,2167,0,220.83,0.0026
D3473,1206,1,237.62,0.0304
D3474,1825,2,258.83,0.0632
D3475,573,1,290.8,0.0644
D3476,1468,0,263.65,0.0167
D3477,1665,3,124.07,0.0984
D3478,600,0,199.22,0.0948
D3479,2814,4,216.81,0.0213
D3480,2950,4,238.5,0.0769
D3481,1597,4,291.6,0.0225
D3482,562,1,215.6,0.0892
D3483,2928,2,244.08,0.0664
D3484,1804,2,228.31,0.0643
D3485,1120,1,206.02,0.0292
D3486,1007,1,210.75,0.0769
D3487,1163,3,262.54,0.0755
D3488,1136,0,168.86,0.0489
D3489,1915,4,167.28,0.0293
D3490,1503,2,231.47,0.0724
D3491,840,0,173.95,0.0511
D3492,2552,5,269.93,0.0623
D3493,1795,2,182.74,0.0037
D3494,585,1,188.2,0.0984
D3495,2677,2,203.98,0.0754
D3496,2885,3,169.76,0.0318
D3497,862,1,256.87,0.0978
D3498,1265,1,114.36,0.0982
D3499,1652,3,217.81,0.0528
D3500,1519,1,200.75,0.0533
D3501,1881,5,289.27,0.013
D3502,1041,3,157.2,0.0928
D3503,1416,2,250.07,0.0169
D3504,1416,0,195.51,0.0321
D3505,2698,5,217.14,0.0729
D3506,1603,2,72.63,0.0797
D3507,528,1,121.35,0.0989
D3508,599,2,191.46,0.0308
D3509,1530,3,67.64,0.083
D3510,1625,3,181.82,0.0671
D3511,593,1,183.32,0.0873
D3512,2427,4,169.18,0.0121
D3513,2014,3,188.24,0.0433
D3514,2815,5,231.8,0.0641
D3515,1124,3,199.87,0.0533
D3516,1700,4,177.03,0.0952
D3517,1187,2,173.41,0.0879
D3518,2991,1,219.17,0.0552
D3519,2104,2,172.4,0.0556
D3520,740,1,165.68,0.082
D3521,2062,1,146.17,0.0844
D3522,1850,1,201.53,0.0808
D3523,2579,2,198.05,0.0288
D3524,1572,1,246.37,0.0691
D3525,706,1,198.64,0.0619
D3526,2360,3,122.34,0.0693
D3527,2391,1,233.23,0.0385
D3528,704,1,190.01,0.0598
D3529,899,0,212.82,0.0702
D3530,2596,5,229.19,0.0891
D3531,2009,4,241.2,0.0208
D3532,1000,0,215.16,0.0446
D3533,1377,2,222.59,0.0916
D3534,1120,1,188.83,0.0947
D3535,2781,3,295.7,0.0745
D3536,1375,3,178.51,0.0785
D3537,1518,4,230.59,0.0047
D3538,2700,1,285.75,0.0803
D3539,1268,2,177.09,0.0804
D3540,1370,1,67.59,0.0551
D3541,1671,2,284.69,0.0986
D3542,2449,5,242.83,0.058
D3543,1030,2,190.57,0.0171
D3544,2997,3,190.04,0.0347
D3545,1997,3,195.87,0.0373
D3546,1909,3,247.14,0.0647
D3547,828,0,232.85,0.0722
D3548,624,0,205.91,0.042
D3549,1089,3,154.42,0.0357
D3550,1492,3,191.14,0.0423
D3551,1469,2,249.17,0.0788
D3552,944,1,188.75,0.0563
D3553,1681,1,307.18,0.018
D3554,507,0,215.55,0.0805
D3555,1829,5,193.38,0.024
D3556,2503,3,204.24,0.0946
D3557,1297,1,149.81,0.0181
D3558,2506,0,166.71,0.0725
D3559,2821,2,177.03,0.0561
D3560,837,1,211.11,0.0719
D3561,584,0,114.18,0.0294
D3562,608,1,213.92,0.0402
D3563,2236,2,143.82,0.054
D3564,2171,1,185.22,0.0205
D3565,1998,2,189.72,0.079
D3566,2569,4,225.81,0.0439
D3567,1136,0,161.99,0.0238
D3568,748,0,156.65,0.0406
D3569,2847,2,223.23,0.0074
D3570,2310,4,249.42,0.0782
D3571,551,3,244.26,0.0948
D3572,1216,1,246.88,0.0374
D3573,524,0,225.54,0.0371
D3574,1189,0,218.9,0.0423
D3575,938,0,241.27,0.0913
D3576,967,0,214.36,0.0798
D3577,1917,4,262.05,0.0863
D3578,2643,4,215.99,0.0101
D3579,1866,2,229.34,0.0592
D3580,697,0,222.07,0.0543
D3581,1732,4,203.58,0.0619
D3582,1569,2,234.83,0.052
D3583,767,1,246.86,0.0488
D3584,883,2,189.84,0.0756
D3585,2333,1,199.67,0.0136
D3586,2687,4,261.52,0.0336
D3587,2105,1,235.71,0.04
D3588,2211,3,169.23,0.0519
D3589,2650,0,125.22,0.0811
D3590,1498,1,100.13,0.098
D3591,2207,2,185.99,0.0746
D3592,958,2,156.14,0.0419
D3593,1172,1,141.41,0.0673
D3594,1549,2,98.65,0.0596
D3595,975,0,114.09,0.0767
D3596,1340,4,176.4,0.0444
D3597,2629,5,224.57,0.0084
D3598,2110,2,160.63,0.005
D3599,1699,1,181.17,0.0684
D3600,1175,1,150.96,0.09
D3601,546,1,189.53,0.0205
D3602,1556,1,238.25,0.0016
D3603,2889,3,181.78,0.0293
D3604,558,0,178.29,0.0308
D3605,838,3,201.92,0.0904
D3606,2719,5,283.04,0.0033
D3607,917,2,254.25,0.0822
D3608,2922,4,259.02,0.029
D3609,946,3,212.94,0.0459
D3610,2220,3,247.53,0.0699
D3611,598,0,107.39,0.0854
D3612,2551,2,135.92,0.0145
D3613,1051,3,261.52,0.0567
D3614,1671,7,133.08,0.0071
D3615,1082,0,248.9,0.0993
D3616,1967,2,258.16,0.0918
D3617,2474,8,153.23,0.0255
D3618,2867,5,190.62,0.0139
D3619,685,2,183.27,0.0788
D3620,719,1,241.66,0.0116
D3621,2336,2,181.72,0.0112
D3622,2929,6,179.59,0.034
D3623,1372,3,212.16,0.0317
D3624,2460,3,206.12,0.0993
D3625,2661,4,151.27,0.0462
D3626,1880,2,300.07,0.0125
D3627,1833,1,124.02,0.0984
D3628,2246,2,182.07,0.0949
D3629,2486,5,115.59,0.0429
D3630,1393,0,177.74,0.0114
D3631,2093,3,239.28,0.0119
D3632,2437,6,254.6,0.0976
D3633,2756,1,190.61,0.0558
D3634,2769,0,183.81,0.051
D3635,1846,3,157.35,0.0038
D3636,633,0,280.71,0.0079
D3637,1686,1,162.21,0.0048
D3638,1095,1,154.8,0.0749
D3639,2778,2,128.16,0.0036
D3640,1574,3,212.93,0.0983
D3641,1418,0,285.34,0.0856
D3642,1862,0,58.37,0.0217
D3643,2275,1,200.53,0.0744
D3644,1237,3,217.72,0.0916
D3645,1704,3,99.23,0.0495
D3646,632,0,267.35,0.0678
D3647,1587,2,221.28,0.0352
D3648,1765,1,229.84,0.0168
D3649,2240,3,95.71,0.0797
D3650,2893,3,267.04,0.0718
D3651,2814,5,232.19,0.0507
D3652,1705,1,169.79,0.0798
D3653,1423,1,166.34,0.0593
D3654,2890,2,251.24,0.0468
D3655,1866,0,292.36,0.0522
D3656,1002,0,248.1,0.0871
D3657,2667,3,247.43,0.0253
D3658,1999,5,190.11,0.0513
D3659,1112,2,283.54,0.0685
D3660,691,0,163.91,0.0021
D3661,2293,3,199.95,0.0778
D3662,2818,6,178.21,0.036
D3663,2253,6,112.91,0.0848
D3664,1060,2,157.28,0.0101
D3665,1539,4,149.08,0.0799
D3666,1704,1,145.28,0.0935
D3667,664,1,142.32,0.0513
D3668,2982,1,195.32,0.0792
D3669,2355,5,241.92,0.0403
D3670,2051,1,235.71,0.0825
D3671,618,1,178.21,0.0498
D3672,1444,3,175.0,0.0851
D3673,867,0,109.43,0.0112
D3674,2697,4,245.61,0.0242
D3675,2890,2,194.51,0.0655
D3676,1422,2,197.81,0.0441
D3677,704,1,178.65,0.0351
D3678,1212,5,129.56,0.0869
D3679,516,1,198.06,0.0118
D3680,1320,1,148.93,0.0657
D3681,2304,3,216.09,0.0926
D3682,627,0,160.93,0.0766
D3683,2471,5,230.56,0.0355
D3684,1927,1,212.54,0.0144
D3685,1829,2,146.81,0.044
D3686,2856,4,141.43,0.0424
D3687,2106,2,185.45,0.0414
D3688,1899,4,211.36,0.0234
D3689,1229,1,182.61,0.054
D3690,2300,2,253.21,0.0223
D3691,2160,1,227.01,0.0302
D3692,2862,2,231.86,0.0816
D3693,864,1,171.3,0.0589
D3694,730,3,212.38,0.0283
D3695,1979,4,206.58,0.026
D3696,1022,1,191.23,0.0352
D3697,2016,0,232.64,0.0284
D3698,1864,4,224.07,0.0192
D3699,1087,2,221.44,0.0435
D3700,1344,1,189.78,0.0297
D3701,2151,2,183.39,0.021
D3702,633,1,271.31,0.0284
D3703,2526,2,234.8,0.0711
D3704,1966,1,289.37,0.0317
D3705,971,1,234.36,0.0015
D3706,2740,5,239.84,0.0407
D3707,2612,2,162.83,0.0491
D3708,1283,4,179.17,0.0409
D3709,1149,1,207.48,0.0071
D3710,2126,2,142.65,0.0406
D3711,1230,2,272.44,0.0611
D3712,1432,1,225.81,0.0103
D3713,2166,1,144.53,0.0837
D3714,1781,1,110.96,0.047
D3715,802,0,178.12,0.0539
D3716,2382,3,187.4,0.0754
D3717,1226,1,199.01,0.0734
D3718,1820,4,184.3,0.0541
D3719,2441,3,182.15,0.0745
D3720,2279,4,76.15,0.0143
D3721,1215,2,182.9,0.09
D3722,935,1,255.59,0.0657
D3723,2460,1,128.18,0.0048
D3724,745,1,170.08,0.033
D3725,1487,0,195.01,0.0945
D3726,2983,3,278.85,0.0529
D3727,2496,4,241.86,0.0833
D3728,2594,5,236.19,0.0524
D3729,936,0,209.74,0.085
D3730,2998,2,165.15,0.0166
D3731,699,1,94.96,0.0123
D3732,710,1,220.2,0.0935
D3733,2829,1,212.72,0.0821
D3734,545,1,142.94,0.0265
D3735,1900,1,183.25,0.08
D3736,2820,3,174.81,0.0228
D3737,1544,1,186.26,0.0702
D3738,1044,1,268.48,0.0504
D3739,1316,4,167.77,0.0948
D3740,788,2,194.19,0.0906
D3741,2731,3,193.86,0.0083
D3742,1453,3,245.12,0.0158
D3743,2653,2,182.48,0.0565
D3744,959,2,233.01,0.0068
D3745,963,0,280.06,0.099
D3746,2178,3,312.31,0.0339
D3747,2435,3,232.46,0.0424
D3748,2282,2,197.63,0.003
D3749,951,2,157.19,0.0103
D3750,2462,5,152.26,0.0879
D3751,2806,2,255.37,0.056
D3752,1895,3,265.28,0.0547
D3753,2521,4,185.81,0.0109
D3754,2391,2,211.79,0.0521
D3755,1165,1,244.52,0.0782
D3756,1662,2,208.22,0.0081
D3757,1433,2,113.43,0.0104
D3758,2137,2,175.05,0.0155
D3759,2239,1,214.34,0.0244
D3760,1542,2,266.26,0.0844
D3761,698,0,160.64,0.0545
D3762,740,1,224.04,0.0399
D3763,967,1,229.99,0.0969
D3764,2621,4,194.59,0.0496
D3765,1115,1,48.19,0.09
D3766,2197,3,116.4,0.0649
D3767,1272,3,239.2,0.0959
D3768,1142,3,222.41,0.0468
D3769,1114,1,151.18,0.0209
D3770,2203,5,203.38,0.0819
D3771,1633,1,120.49,0.0112
D3772,1344,2,127.46,0.019
D3773,893,1,126.4,0.0356
D3774,1073,2,182.27,0.0143
D3775,1647,1,168.42,0.0538
D3776,2916,1,180.03,0.0871
D3777,1029,3,179.94,0.0089
D3778,2431,9,238.8,0.0715
D3779,618,3,214.31,0.0819
D3780,1023,0,290.22,0.0534
D3781,535,2,228.8,0.0373
D3782,1470,5,290.54,0.0338
D3783,1458,5,197.28,0.0592
D3784,1223,4,154.15,0.0934
D3785,1516,2,271.22,0.0203
D3786,571,0,210.24,0.095
D3787,903,2,258.88,0.0309
D3788,755,0,191.49,0.0663
D3789,991,2,115.18,0.0987
D3790,1746,3,135.06,0.0967
D3791,714,1,233.37,0.0292
D3792,511,0,206.24,0.0938
D3793,2073,2,251.34,0.0923
D3794,2747,2,215.02,0.05
D3795,2644,4,147.34,0.0803
D3796,503,0,159.07,0.0105
D3797,2397,3,231.47,0.0629
D3798,2384,0,199.68,0.0222
D3799,1986,1,242.42,0.0213
D3800,856,0,196.14,0.0892
D3801,2404,4,310.57,0.0639
D3802,2870,3,261.81,0.0549
D3803,1427,0,254.2,0.0827
D3804,2580,4,209.5,0.0478
D3805,1653,2,220.68,0.0832
D3806,1480,3,329.67,0.0892
D3807,1762,5,275.61,0.0698
D3808,1077,0,198.15,0.052
D3809,1960,2,280.76,0.0828
D3810,1695,4,301.52,0.0401
D3811,1360,1,222.14,0.0698
D3812,2470,5,202.1,0.0942
D3813,1200,3,193.76,0.0736
D3814,2820,7,196.71,0.0107
D3815,1673,0,146.37,0.0014
D3816,1127,0,144.68,0.0435
D3817,1744,1,211.57,0.0464
D3818,2940,7,252.52,0.031
D3819,857,0,257.55,0.0192
D3820,2682,1,214.67,0.0712
D3821,1784,1,181.28,0.0244
D3822,2317,5,191.89,0.024
D3823,1382,1,120.26,0.0676
D3824,1651,3,265.64,0.0558
D3825,2335,7,139.52,0.0317
D3826,2267,8,191.43,0.0432
D3827,2103,3,148.09,0.0396
D3828,2671,5,164.64,0.0077
D3829,2154,2,228.23,0.0603
D3830,1817,5,166.53,0.0466
D3831,1374,1,156.9,0.0691
D3832,547,0,162.98,0.0901
D3833,1265,1,159.54,0.0589
D3834,730,0,231.13,0.0078
D3835,834,2,242.76,0.0186
D3836,1455,0,266.69,0.061
D3837,593,0,219.03,0.0448
D3838,590,0,222.89,0.0204
D3839,522,1,273.57,0.0686
D3840,1327,0,274.28,0.0365
D3841,2736,3,258.02,0.0436
D3842,972,1,177.19,0.0394
D3843,1015,5,128.97,0.0331
D3844,2881,6,193.98,0.0345
D3845,2888,3,250.3,0.0031
D3846,604,1,245.76,0.044
D3847,693,0,187.48,0.0055
D3848,1338,0,175.08,0.058
D3849,720,1,243.18,0.0974
D3850,2582,5,167.4,0.0018
D3851,868,2,158.55,0.0433
D3852,2845,4,96.77,0.044
D3853,2057,3,146.14,0.099
D3854,2139,4,233.17,0.0449
D3855,2891,3,241.16,0.0202
D3856,563,0,263.05,0.0617
D3857,1875,1,135.5,0.0963
D3858,1912,3,180.73,0.0639
D3859,1397,1,203.03,0.0908
D3860,2298,3,220.44,0.0462
D3861,2163,1,144.02,0.0232
D3862,2405,2,258.1,0.0384
D3863,1297,2,166.19,0.0216
D3864,2043,3,106.36,0.0154
D3865,1469,0,169.53,0.0067
D3866,2039,1,211.17,0.0859
D3867,1096,2,138.68,0.0517
D3868,2336,4,177.06,0.0218
D3869,612,1,180.98,0.0741
D3870,2073,2,208.38,0.073
D3871,861,2,210.26,0.0406
D3872,920,0,180.46,0.0634
D3873,1618,1,218.89,0.0075
D3874,2844,1,147.62,0.0401
D3875,2484,1,159.1,0.072
D3876,1718,3,254.69,0.0384
D3877,947,2,230.23,0.0625
D3878,675,1,131.02,0.075
D3879,1337,1,126.26,0.09
D3880,1610,3,188.1,0.0219
D3881,1079,2,213.95,0.0279
D3882,990,2,356.73,0.093
D3883,1795,1,172.29,0.0281
D3884,1319,3,216.7,0.0913
D3885,1702,0,247.7,0.0335
D3886,2619,2,191.14,0.0597
D3887,1771,1,271.21,0.036
D3888,1618,3,198.36,0.0548
D3889,2929,1,167.99,0.0728
D3890,2527,5,228.52,0.0859
D3891,1765,3,173.52,0.0087
D3892,2052,2,224.57,0.0861
D3893,1529,2,196.23,0.0669
D3894,2030,2,225.73,0.0846
D3895,2110,4,161.73,0.0549
D3896,2262,1,205.42,0.0362
D3897,1868,1,195.29,0.0197
D3898,2415,5,240.67,0.0672
D3899,911,1,163.79,0.0163
D3900,999,0,200.51,0.0397
D3901,1976,1,263.21,0.0728
D3902,1194,1,336.3,0.0533
D3903,645,0,122.92,0.0207
D3904,1565,1,168.24,0.0951
D3905,2931,1,183.88,0.0736
D3906,2813,2,195.85,0.0719
D3907,1191,1,278.43,0.0464
D3908,1299,1,179.04,0.0901
D3909,590,0,168.75,0.0063
D3910,2656,3,198.39,0.0623
D3911,1122,1,128.68,0.0587
D3912,2962,4,252.96,0.0535
D3913,1614,2,179.43,0.0373
D3914,1265,1,234.7,0.0356
D3915,2020,7,195.69,0.0592
D3916,784,2,189.67,0.0671
D3917,2683,5,295.26,0.0461
D3918,2958,3,166.52,0.0075
D3919,1452,0,151.54,0.0595
D3920,2768,5,242.2,0.0078
D3921,1838,2,187.24,0.056
D3922,2684,4,226.08,0.0698
D3923,2565,3,162.35,0.0347
D3924,1401,3,222.8,0.0279
D3925,2704,5,181.64,0.0427
D3926,2396,6,153.24,0.0808
D3927,953,1,177.02,0.0124
D3928,2658,6,208.09,0.0868
D3929,2884,3,110.54,0.0105
D3930,1566,1,213.04,0.0832
D3931,945,1,187.74,0.0795
D3932,2305,1,163.09,0.08
D3933,1327,0,261.36,0.0039
D3934,1015,1,93.63,0.0864
D3935,1593,3,276.77,0.0588
D3936,2924,3,156.82,0.0738
D3937,1697,2,241.51,0.051
D3938,514,1,229.57,0.0264
D3939,2055,1,215.49,0.0507
D3940,563,2,233.96,0.0044
D3941,2063,4,214.84,0.0671
D3942,894,1,189.34,0.0106
D3943,1175,0,220.36,0.0966
D3944,559,0,261.13,0.0989
D3945,2294,9,257.71,0.047
D3946,2369,4,193.84,0.0173
D3947,762,0,141.47,0.0797
D3948,1528,4,250.91,0.0161
D3949,834,0,170.42,0.0201
D3950,1275,4,199.64,0.0704
D3951,2968,1,118.91,0.0895
D3952,2584,3,116.22,0.0646
D3953,639,1,200.26,0.0069
D3954,2082,2,170.43,0.0565
D3955,1421,0,261.32,0.0415
D3956,2511,5,210.38,0.0127
D3957,1731,1,364.84,0.088
D3958,1202,1,127.65,0.052
D3959,1121,0,187.24,0.0243
D3960,1966,2,107.33,0.0043
D3961,978,1,203.34,0.092
D3962,1526,1,320.57,0.0938
D3963,2118,3,199.03,0.0193
D3964,2193,0,103.53,0.0571
D3965,2820,2,250.63,0.072
D3966,510,2,179.54,0.0318
D3967,2889,4,216.38,0.0576
D3968,960,1,202.87,0.0704
D3969,1695,3,226.01,0.0611
D3970,2061,6,57.44,0.045
D3971,1612,3,312.85,0.0669
D3972,1280,4,243.98,0.0571
D3973,1400,1,222.28,0.0666
D3974,2914,5,231.06,0.0563
D3975,1672,3,162.72,0.0969
D3976,790,1,196.4,0.0517
D3977,759,0,282.18,0.0401
D3978,1907,2,179.81,0.0545
D3979,2104,2,246.41,0.0466
D3980,1269,1,164.4,0.0765
D3981,1119,1,142.82,0.0726
D3982,902,1,179.1,0.0315
D3983,1948,2,234.15,0.0191
D3984,2600,4,219.73,0.0781
D3985,2294,5,284.52,0.0208
D3986,1784,0,249.29,0.0337
D3987,2225,2,160.19,0.0734
D3988,1085,1,165.32,0.0098
D3989,2553,8,239.2,0.0065
D3990,2590,3,185.55,0.0631
D3991,1111,1,107.18,0.0664
D3992,2924,1,220.19,0.0467
D3993,760,0,174.51,0.0349
D3994,2503,4,252.06,0.0894
D3995,1172,1,246.87,0.0037
D3996,739,0,180.77,0.0915
D3997,1839,3,213.04,0.0396
D3998,2648,2,169.2,0.0969
D3999,2719,6,184.21,0.0378
D4000,881,0,192.87,0.0567
